X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,class
kind_2,17.362334333938207,4.065381111332725,353.02019730940964,3.8284468081616008,group_2,16,79.44489488820774,128.37241474782138,-0.12946920590576041,0.008440772553732021,170,1015,-10.400222554033588,885.4052620809979,296.1312769524573,kind_2,101,-4.870469560962834,-1.9327139326414728,0
kind_3,17.290014663029297,4.0573270917749475,358.09985463394565,3.8829991328255535,group_3,12,80.40262368354468,124.74637704403035,-0.6539641508331843,0.0019367360932978758,110,1005,-1.7087264012818082,885.4282246644738,296.21598887202765,kind_1,104,26.33288819143949,-2.338138633889617,1
kind_3,22.843070839537894,6.252491090101546,354.15641120144664,3.591995402986393,group_2,12,79.61698865098474,130.17787962974091,-0.1697201167812997,0.007845841593749861,160,1025,7.241348133821048,885.6481641361363,297.045337651642,kind_2,102,2.5175465978198743,8.833381100491073,0
kind_3,20.312688421532737,4.362159947088556,362.8296405981712,3.826694754821861,group_2,13,79.84496756429115,125.80768777983573,-0.7109064660884291,0.004774349583549383,150,1020,6.167721010039547,885.6474776652634,295.62277617270155,kind_3,102,9.585622906907012,-3.295984419018447,1
kind_3,18.479247766035993,6.282256438804886,363.7544422994387,3.961230828848482,group_3,12,80.57192887104601,125.5056569893935,-0.715733494100195,0.012240134928586225,160,1020,-5.51556118361434,885.6387142663018,296.44040807144137,kind_3,102,11.840320301254316,-1.1749756081116352,1
kind_2,17.00605483863501,6.424092603783255,357.0743140499158,3.8317418944619073,group_2,15,79.33362821727957,134.57025937772985,-0.006102950655743532,0.0005456173567521173,130,1010,0.9782426567597671,885.3935436949668,294.89748890386613,kind_1,102,-1.0463049726499278,-1.2159278424801916,0
kind_3,18.628798657001294,4.086959393256447,356.7387601059325,3.8181144395927817,group_2,14,79.07031873973858,124.83179606723766,-0.41456874237550057,0.000406360507467715,140,1010,-0.36515181459600315,885.6330778370038,295.9055290311618,kind_3,103,5.44857965395584,6.367617876091983,0
kind_2,19.734576978224133,6.420486134624618,354.8571037114397,3.9063295709700387,group_2,15,79.76030858702853,128.15984778317886,0.07406695979915912,0.002697052364214138,160,1015,-6.598703422057583,885.4537802252278,296.50415566085906,kind_2,101,8.398380294098663,-0.920136031326277,0
kind_3,17.089600767797346,4.097427748259943,354.7219877829698,3.7148534900089745,group_3,13,79.19112093900351,134.6373402903121,-0.6183821601210467,0.001651095077074958,130,1010,4.470566406394265,885.4266157574015,294.94782621386497,kind_1,103,4.148746307663262,5.2026372425184375,1
kind_1,28.94791308102574,4.767792615815185,357.5723305323989,3.885589159952039,group_1,16,79.3630531706914,134.63735662895326,1.5592091594635749,-0.021678325880408963,120,1015,-6.141474943621825,885.3931936763382,295.17367964574964,kind_2,103,-0.9752329590717821,-17.38068468572179,1
kind_3,38.072231118648276,4.379524722617755,357.44673753468146,3.7541719680024968,group_1,12,79.13205852724536,133.70920360843598,-0.17061893098657793,0.00044969065037744297,150,1030,-8.929904730899088,885.3931992061625,297.1081478681203,kind_2,102,-2.947654912130771,4.7478177956665535,0
kind_4,32.18261125430785,6.424108766455176,358.4051060419063,3.7617772479288867,group_3,10,80.63186086724612,124.71343087269875,-0.7098908457051283,0.049390399969076904,170,1030,1.815965024090289,885.6361798598194,297.0115404326174,kind_2,100,14.254863312042218,6.874507820893697,1
kind_4,29.2604009040364,6.420122077976826,357.2492024203898,3.721395787066009,group_3,11,79.9613088334166,134.63729516199794,-0.39086398280831214,0.01808260218840016,140,1025,-13.295233520816353,885.6416721972877,296.2963563116182,kind_2,104,-19.618250567593037,2.2118900111128683,0
kind_3,17.27506098603458,6.415321938038061,361.8544572979911,3.936030746437389,group_3,12,80.28200289914426,133.13718161164056,-0.486752704736381,0.010607484981815244,150,1015,-1.4828961285319908,885.6481665114047,294.3525818937591,kind_3,102,6.243469791573958,11.292893267391765,0
kind_4,20.835052119932758,6.424029260608868,361.4674098359046,3.560955293329784,group_3,10,80.56968037998088,134.6375317175747,-0.716968813557712,0.07978151479035697,180,1030,13.025425481017015,885.6481963351441,295.7134453841156,kind_2,100,5.3835240006057905,0.35468140952853155,0
kind_3,17.846584490442243,6.424095639928878,352.8611673044954,3.833870655773461,group_3,12,79.38700127193643,125.05267624067656,-0.7034366446546314,0.01190597913503097,150,1020,16.483936971960482,885.6455029128127,294.26056466664215,kind_3,102,18.42921788057031,14.316963653490664,0
kind_2,19.69951377510112,6.4241137054921245,369.938964388237,3.7448031621361832,group_2,14,79.63391733522897,124.7201536333535,0.9856029587713229,2.952387749162689e-05,150,1020,9.67648047000058,885.6481585094143,295.93786987721796,kind_3,102,-0.9064676326047874,-1.2486112043115407,0
kind_3,17.01980239404969,4.1649708214229415,358.23382450433445,3.745208520409476,group_2,14,79.16898260672478,134.30428160834157,-0.2676571914371156,0.0003876184362835558,140,1010,-6.115022163243618,885.6252116156157,296.02418594201475,kind_1,103,-6.70583425692413,6.415236741477747,0
kind_3,17.110307186404356,4.064410406064778,363.71959746436744,3.610005561846572,group_3,14,79.04992868357144,134.62596982627744,-0.25515479495221133,0.0011574267774634734,140,1015,1.940503746786026,885.6481928915446,296.52158761723024,kind_1,103,-12.85153108465872,5.975298741026926,1
kind_2,17.00522592475548,4.057169432152438,357.4896375131481,3.901596099074095,group_2,15,80.12214830128138,134.63575257657493,1.0379687608033104,-0.005475340169672735,120,1005,-4.406674474826658,885.3949865991627,295.7612295778431,kind_1,103,12.671998183585458,-13.117163227053322,1
kind_2,21.267108861905623,4.2141147238977,364.04780163037674,3.77755239716562,group_2,13,80.3332431204922,124.9644409767979,3.0220648525393603,0.00039136182495334886,160,1020,-5.6935256986560745,885.4573811183371,297.6885297436185,kind_3,101,3.4823352265904832,8.091656402896577,0
kind_3,19.350772517208277,4.5702797946108324,353.71079445013953,3.5409432548692052,group_3,13,80.31506141905545,134.56727265110624,-0.6608858584160581,0.004983116985870826,140,1020,13.611219624040025,885.5073786054164,297.26802202906833,kind_3,102,18.339313430208072,3.0222350979366133,0
kind_1,19.2804494100249,6.4091921315260345,355.8261283772889,3.826299465177935,group_1,18,79.87597244796041,134.6371554283406,-0.3916959519160562,-0.34876820055558705,100,1000,15.682128818158304,885.3935334549134,296.22502184222793,kind_1,105,14.063829604604042,3.738343219884189,1
kind_3,19.894815230681004,4.057170155624082,355.4497150492724,3.754832818703461,group_3,12,79.3195406898355,134.63745288440646,0.1488596996578788,0.001279176773099419,120,1015,-7.472977177933747,885.6319885678282,295.6052496084113,kind_1,104,-1.8808800275055084,3.9210164574506883,0
kind_3,17.134919490439394,4.068862846893237,352.36520622061215,3.783374317697919,group_2,14,79.24273172806697,134.47384248940952,-0.4610399330368204,0.0003590611041104428,130,1005,3.796636357543791,885.3939502175657,295.48347400559487,kind_1,103,11.070465905968678,-11.763980794693557,0
kind_4,18.509399584403017,4.057195157794996,352.0271555849258,3.826677518505709,group_3,10,79.96729488244529,127.6164259396475,-0.29074346683662317,0.05703303635192452,170,1030,1.3459184462971772,885.3931949632058,294.3106752872015,kind_2,100,19.53214946599115,6.042696521668734,0
kind_3,19.594419867634468,6.399274935150855,351.64189973879826,3.6435734940944333,group_2,13,80.01777767139738,124.77180178337429,-0.4128178757621779,0.001586246266346497,130,1015,-3.5957232429553794,885.6467019440819,297.8340053969247,kind_3,103,-3.2733923398250546,-2.5811525123437087,0
kind_2,17.079885951128432,6.423197597069534,358.85257200039416,3.8163959956397364,group_2,16,79.99923796021753,134.60101874156564,-0.3246167358638955,0.0017469803438166826,160,1010,2.3510100425220415,885.4208226069187,294.55906385082994,kind_3,101,-1.4472405885161894,-18.38220373358056,0
kind_3,17.115297487604533,6.42409339898722,356.6635693890394,3.7841363102273995,group_3,12,80.25056810646836,124.79877259729001,0.14208204651219075,0.008015571947023011,150,1015,3.4793589091291204,885.6482010806819,295.9572081318485,kind_3,102,-0.06863049626540718,-10.444781041273936,1
kind_3,20.93292791632373,4.061463477467333,356.13208531319316,3.8236219689290203,group_2,13,79.2664298567182,134.63738612595398,0.3440426841735986,0.00023501757068033848,130,1015,-2.4762378164969396,885.393194803858,294.80426511746055,kind_3,103,5.341563195297006,3.462050855136343,0
kind_4,18.277552543939873,4.057172146439028,351.9701955815495,3.8390291288061675,group_3,11,79.56764714326016,132.13960316064495,-0.7146368500587824,0.03228012794038177,170,1025,-7.142235938109443,885.3932183004897,295.89125751483186,kind_3,101,8.986390430146994,3.59827707364416,0
kind_1,17.93780241708256,5.846536649549772,356.33416272785786,3.814106424891121,group_2,16,80.23910319183365,131.5412055707713,-0.5949803082043594,-0.011671342574818331,120,1005,0.305467034312604,885.4222261568684,294.82013851091966,kind_3,104,6.010138980978811,-9.063945173172788,1
kind_4,35.337151130199615,6.424090445618278,357.44229698992785,3.9063167319989556,group_3,11,79.89261813612556,124.73235176678917,-0.3052129927133451,0.0010019200541691823,110,1025,-3.9450732446501564,885.5064827633344,295.6100350472299,kind_2,105,12.656043187672157,-6.76206430162371,0
kind_3,21.468107209269355,6.423423655921743,356.32210453681546,3.6365868950135085,group_2,13,79.67404252615636,125.4189507822263,-0.7140001817718981,-0.0018508085716535734,120,1020,15.23058779120014,885.646159712057,295.527846697198,kind_3,104,7.488644951974607,1.9409404943643689,1
kind_1,17.28918072653638,6.424095368342902,356.8266610687539,3.707484319314605,group_1,18,78.99110130386542,124.71511466474541,-0.30963047208177363,-0.16825499893134843,100,1000,7.614111960520886,885.5622915398868,296.7994804602381,kind_1,105,-1.51964458624966,-0.6992898142536413,1
kind_2,17.071587949874605,4.057883534479001,367.71978490001345,3.9247354777948704,group_1,16,79.26924764457684,134.25226676569503,-0.6185421172686961,0.00040442540205381307,160,1010,4.644614195390683,885.3932059715183,294.8955438682809,kind_2,101,28.365730372234644,7.455708435630458,0
kind_4,17.006588122835453,6.19170135295385,354.15732093107067,3.674399314499224,group_3,11,79.33828159700339,125.1872253096949,-0.4715711359488155,0.0004637320871599379,110,1010,-3.204778977626313,885.541582358343,297.0652326412548,kind_1,105,-5.200400133532619,9.340544188065838,0
kind_2,19.192612342772783,4.909803438554645,353.6704614483497,3.7875659988855923,group_2,16,78.97033495159565,134.6358180519,-0.6726485833089286,-0.010265811243721237,120,1005,-4.972884894874097,885.3931948116511,297.20268518771195,kind_3,104,2.8773458277452653,3.622488556159129,0
kind_4,23.738598731816644,4.067917646170303,351.9218555862099,3.787299062897204,group_3,10,80.64890605411999,124.71350777848258,-0.7171232074984695,0.030041514736337187,100,1025,-12.29292221847139,885.6449728373913,297.3973383978025,kind_1,105,5.367142004898044,10.152533117714114,0
kind_2,20.677768017164354,4.465574038577775,354.966940500753,3.7660109987812413,group_1,16,80.41294685519827,124.81322233658952,-0.5511600658881849,-0.005329342097433934,130,1010,4.741248083225146,885.4821664867765,295.9397024231486,kind_3,102,9.926857617643643,0.10330185541915564,0
kind_1,18.844394147088806,6.424105636374913,351.8630737140031,3.7916433035109787,group_1,17,79.84525595542034,134.26416741047365,1.4741511175047242,-0.0033537044798226732,170,1010,-5.9402580541028875,885.3931978629037,297.10870169092857,kind_2,100,-4.18307830587111,7.260292277424548,0
kind_1,33.595161676257156,6.394745823372771,357.2177821491463,3.937247043098799,group_1,17,79.93665259119088,124.71031205741195,-0.4280898310568428,0.0007230020082693052,170,1025,-17.47467911573857,885.3931941776668,296.45049897759657,kind_2,100,-7.256683429529047,14.920745101339474,0
kind_1,20.769859776425353,6.424113713220978,356.2237862600941,3.6371502921728247,group_1,18,79.62881483681501,131.20227819240247,-0.13239239464048197,-0.12645628214993318,100,1000,7.01197435596081,885.4544335557385,296.7993284149715,kind_1,105,-8.76600298174446,-3.5422509283218724,1
kind_4,21.281215850983035,6.418469298792325,375.8592888214792,3.6697203408000356,group_3,10,79.10066476221097,134.63684654873614,-0.5991872502292395,-0.09070736167035512,100,1000,4.958330658234883,885.6435567681565,295.865444055757,kind_1,105,-3.780374031280706,8.49764336735402,1
kind_1,17.630832180094004,4.939784059606064,360.98220192449384,3.9019522340907273,group_1,16,79.27109393750791,130.2224682342905,-0.2884136472948279,-0.013055770608090838,120,1005,-11.371691612934827,885.3968933949981,296.2933546621615,kind_3,104,-8.145452943444944,3.4596536900041612,1
kind_3,18.589542265186648,5.208723815916196,359.7254986923349,3.8059255103981577,group_3,12,80.51865479000234,124.70968371605174,-0.5407901741923445,0.00762485758532463,150,1020,-0.32238362250457664,885.6481957283769,296.18952010045064,kind_3,102,7.993712744612366,12.530500177938611,0
kind_4,17.227538687637757,4.057465516917504,360.6390638737749,3.6182202392123783,group_3,10,79.96103764171826,124.70966493553107,1.3605160035906,0.1525891629191655,170,1030,-1.8549687719485275,885.6481967085068,296.7043330028838,kind_1,103,21.141754203394996,9.648463046125238,0
kind_2,25.742133481381742,4.058186673458474,359.7614516431951,3.801376474919605,group_2,14,79.88086690303618,134.27472031237514,0.6356060514096095,-0.004124012572276125,130,1020,-3.5563912926647196,885.4196847574951,295.85417271904385,kind_2,103,10.459080571733477,8.088554013776072,1
kind_4,18.081347164216588,4.452350777011291,352.8957060549355,3.600535294844311,group_3,11,79.26179098434856,124.72166707810277,-0.6812998929148296,0.014653456905647302,140,1020,0.6749744089666584,885.6139538752948,297.1779604511092,kind_1,104,3.066116908410674,16.65988743003422,0
kind_4,17.60431577560009,4.057169443140276,358.27017564411346,3.7337383903669665,group_3,10,79.28387087708971,128.06883957373964,0.23190460148487518,0.27897532618332677,180,1030,-7.9842671047471,885.3932864934961,296.4766027431308,kind_2,100,-3.0465031343890834,-9.774981247099797,0
kind_1,17.052373279531693,4.063824542589123,357.3970071981885,3.734090304449908,group_1,16,79.5783696331977,127.64515849440262,-0.6990870082506121,-0.01698420547195318,110,1005,12.802988044184955,885.3931963023132,296.0457329119994,kind_1,104,14.487846193126678,3.4034306547355144,1
kind_3,23.51343672519729,4.364732397788474,353.5024556099626,3.7392060591228424,group_2,13,79.78283791909047,134.27117123214626,-0.6070079789124718,0.0024083520559300734,150,1020,-0.7683992299017017,885.3931951658336,295.86403617961946,kind_2,102,13.253542060535846,-15.53462711336483,0
kind_4,18.331949522815098,4.257770028395049,352.92391517588595,3.715620872772249,group_3,12,79.20008736377595,130.55818024834375,-0.5673912271904125,0.015295733980288386,160,1020,-1.986808257233831,885.6482009257063,295.8834871250404,kind_3,101,-9.988412992727824,7.3491619287947225,0
kind_1,21.61719056493282,6.262201622497296,356.528355907288,3.855719582113532,group_1,18,79.770663130752,134.63753300599254,1.421229315694896,0.0004062583273748371,180,1020,-9.3329353323726,885.4197234730308,295.03827428241965,kind_2,100,-10.382667108594372,11.401836613740219,0
kind_3,17.150763410260712,4.596330192192214,362.2828503601712,3.757642261815968,group_2,14,78.89969271069512,127.51323531521014,-0.7100094184147315,0.0019365391084008713,130,1010,-13.986993367346852,885.3932575154089,297.8635278406849,kind_3,103,-0.8479821424103218,-4.086514333158377,0
kind_2,17.410237248634516,4.057171317480646,351.6201066127364,3.868378880946854,group_2,15,79.68372819175578,134.56285301365932,-0.16654050142469917,0.00021377288706714878,150,1005,0.7571607788816597,885.3933122876188,295.87194486083314,kind_3,102,21.357238826352354,0.3649527609491448,1
kind_1,23.114445458268637,6.0488885480385495,353.0273968596532,3.7887247972971005,group_1,17,79.25991295542342,125.57851828476154,-0.11508566527690897,0.012118442375952953,180,1025,2.273397564990382,885.6462171213728,295.98117436484847,kind_2,100,13.398449669827222,-3.59326173637284,0
kind_3,27.38421842894517,6.010502509307124,356.1037263774437,3.661439868847067,group_2,13,80.11613014248569,134.5603532572893,-0.6433554842738207,-0.0009660292871234292,140,1025,8.078330119433128,885.3933900941286,296.22459622861686,kind_2,103,7.328053928652253,-1.5437263885175119,0
kind_2,20.60764342595978,5.363757770408457,356.40616919948656,3.928505787129174,group_1,16,79.63130737579009,124.7126290107222,1.168947601736787,0.004235218864141856,170,1020,-2.8229680122000524,885.6480434234894,295.1052692995527,kind_2,101,0.4709650450354319,-10.886575902286904,0
kind_2,17.022183644845164,4.243199451836581,362.07127903088553,3.8256367628193844,group_2,16,79.3027045864727,133.78774645485308,0.055363781578586756,-0.003453410835494035,140,1005,7.893770739785077,885.3932124259801,296.0269539828546,kind_3,102,16.62227540917581,5.856691066095418,1
kind_4,24.616563747457523,4.676432642494542,356.32814642652784,3.856699812880463,group_3,11,80.35541598108242,124.70956784946428,0.35965537540434706,0.04530191962830555,170,1030,-16.409143178561326,885.5247694350895,297.4728816382824,kind_2,100,2.368704829616717,6.163053535365447,0
kind_3,20.429109152771062,5.231003497468313,352.773169558429,3.6598842552275075,group_2,15,80.672729460648,134.49133769573444,-0.5974294396650095,-0.004532801814363319,120,1010,-1.2690631723084813,885.393411737484,295.9876097425757,kind_3,104,-8.38732962917043,13.211936583066342,0
kind_2,17.27313251820259,4.6193289996407625,360.7580844968779,3.7139143599702185,group_2,14,79.29673740335707,124.73341581169898,0.19839458240916089,0.0004779359583561299,140,1010,1.841971686093818,885.6468450869357,296.2156416187734,kind_1,103,3.2455522786048174,-10.694199645552178,0
kind_1,17.015844594635745,4.086515505571932,354.7250004369173,3.6685099348395793,group_1,17,80.38044748077257,128.33577086801594,-0.7167767562718933,-0.033145381594143083,110,1000,4.10442195437207,885.3931944848051,297.01716493682227,kind_1,105,3.66212434403208,-6.7228410909218,1
kind_3,23.92364620758895,5.260737546848602,356.56941898637467,3.746784649929112,group_2,14,79.32679603755602,124.70816725241158,-0.34988297015978187,0.00039547937691924117,140,1020,-0.9336823176404292,885.3935713605298,296.91617606805784,kind_2,102,0.4354889041406178,0.47885357686730784,1
kind_2,20.428222018314486,4.057317667177322,363.926273722217,3.7533332850338046,group_1,16,79.4694769678617,124.74594283948554,1.051645247336557,0.009086088015585475,170,1025,-0.004114213173410201,885.6433301132238,296.3446913090857,kind_2,100,4.1834870128042585,-9.033583786978898,0
kind_4,23.969606978471028,6.391526850750173,357.62796267270375,3.7760279487481023,group_3,11,80.27573700815867,124.70832907137698,-0.006700830384689445,0.022791221576704258,170,1025,-6.934900547295532,885.6481998041842,297.72796665474414,kind_2,101,1.2432316132902193,-1.2284104919276908,1
kind_4,17.773100880110544,5.436580167246507,359.8212337006784,3.832526151861837,group_3,11,78.79397494423401,124.70842292337228,-0.60576063443267,0.0428728871955388,170,1025,-13.793016181875727,885.6469575916202,296.3310740122233,kind_3,101,-0.14900961005367952,-8.590865375881412,0
kind_4,30.669050731867134,4.057194523364948,356.03712379137914,3.667013578332634,group_2,12,79.66686416754905,128.67751292361817,-0.7155058782274512,0.0014429945984882578,120,1025,-7.934276689807023,885.6481762498488,296.90229023435273,kind_2,104,2.6139066454471314,-10.571029310131,0
kind_1,18.40816013541993,6.424089915163808,352.2950911594038,3.547508795988756,group_1,18,79.84422792585711,134.63560872925672,-0.6762406867662976,-0.07817174215773547,100,1000,11.927199190785737,885.6417424906274,296.8315969221322,kind_1,105,-7.9984176537190885,3.5705261968268385,1
kind_3,18.90433909614215,5.1174786608222105,359.86840371635515,3.7802713883053416,group_2,14,78.81508759187349,124.70810389606875,-0.7144524310609566,0.000958283538806232,130,1015,0.8249622406051654,885.6332643282858,296.13281394101125,kind_3,103,7.406109095348295,2.3052793428267218,0
kind_1,18.206465372438515,6.399686984469936,362.8723556845496,3.8389420734148993,group_1,16,79.59878048482346,133.16410525001913,0.41463608140067504,0.0003960159855683496,160,1015,-2.2400536384492318,885.4083671502971,296.03144280865433,kind_2,101,4.6148122571854655,-10.718820103449499,0
kind_3,17.085401315397576,6.4240409949454165,368.06913356671754,3.507664911616676,group_3,12,79.49932131907165,134.62718213421115,-0.7164407575350982,0.0018069269327420665,120,1020,7.853424040307865,885.6482009426734,297.5202057909336,kind_1,104,3.84500282920697,6.075965846343736,1
kind_1,17.50593682431841,6.424097508973752,357.84934211037444,3.767352342369875,group_1,16,79.51532361777295,124.8623397288735,-0.6887990613362683,-0.01878030978016096,110,1005,-8.103422731436254,885.6481657082103,297.53600373140165,kind_1,104,-11.181040269669648,-16.444929066503708,1
kind_1,16.998109864498534,6.424103929025575,361.89754432707554,3.81095192525971,group_1,18,79.77322600483427,134.63630742576393,0.12809282333538868,-0.19589350900692226,100,1000,3.1170899767493907,885.436120866339,295.6752012049656,kind_1,105,-1.5017564893782644,-17.17612092942547,1
kind_3,19.087940897459706,4.05756056248069,372.385265572409,3.767720786575978,group_2,14,79.045185480234,125.25576053727463,-0.40630300828578325,0.01424899579000726,170,1025,3.6201279709691154,885.5329957055519,295.73892606706335,kind_2,101,5.416562090265674,2.8646498084612784,0
kind_2,18.88888251359137,6.101353449083074,354.9858693592742,3.747686358095749,group_2,16,80.09563098300177,134.41238929209518,-0.1964189021280584,0.0009354328210417124,160,1015,-8.085144066665869,885.4602846223495,297.01104209095445,kind_2,101,-0.5186325848934685,5.06040746015488,0
kind_1,25.782051386598575,4.155183861648221,352.3414031357047,3.7807059439546684,group_1,18,80.35592758164903,125.79858668895949,-0.7002189888447997,-0.13772529814777223,100,1000,1.9892532038175086,885.6117296251716,296.2912643039301,kind_1,105,-9.815521088600349,-3.5619046977421314,1
